Row ID,Order ID,Order Date,Category,Sub-Category,Sales,Quantity,Discount,Profit,State,Sales per Unit,Discount _Flag,Leakage_Flag
6503,CA-2014-129147,11.02.2014,Technology,Phones,50.23,7,0.4,-10.05,Ohio,7.176,High Discount,Revenue Leakage
6504,CA-2014-129147,11.02.2014,Office Supplies,Binders,19.24,3,0.7,-13.47,Ohio,6.414,High Discount,Revenue Leakage
709,CA-2014-112158,12.02.2014,Furniture,Bookcases,883.92,5,0.2,-110.49,New York,176.784,Normal,Revenue Leakage
2788,US-2014-117744,12.02.2014,Furniture,Furnishings,58.36,5,0.6,-24.80,Texas,11.672,High Discount,Revenue Leakage
2790,US-2014-117744,12.02.2014,Furniture,Furnishings,39.96,5,0.6,-23.98,Texas,7.992,High Discount,Revenue Leakage
6252,CA-2014-101147,12.02.2014,Office Supplies,Appliances,2.39,1,0.8,-6.34,Illinois,2.394,High Discount,Revenue Leakage
1333,CA-2014-122567,16.02.2014,Office Supplies,Binders,1.08,3,0.8,-1.73,Texas,0.36,High Discount,Revenue Leakage
1334,CA-2014-122567,16.02.2014,Office Supplies,Appliances,7.96,2,0.8,-13.93,Texas,3.98,High Discount,Revenue Leakage
6082,US-2014-165589,18.02.2014,Furniture,Furnishings,25.16,5,0.6,-11.32,Texas,5.032,High Discount,Revenue Leakage
8223,CA-2014-152905,18.02.2014,Office Supplies,Storage,12.62,2,0.2,-2.52,Texas,6.312,Normal,Revenue Leakage
2883,CA-2014-165540,21.02.2014,Office Supplies,Binders,8.85,5,0.8,-13.72,Illinois,1.77,High Discount,Revenue Leakage
6531,CA-2014-103744,23.02.2014,Office Supplies,Binders,4.43,3,0.8,-6.86,Texas,1.476,High Discount,Revenue Leakage
7248,US-2014-127978,03.03.2014,Furniture,Bookcases,302.45,5,0.5,-199.62,Ohio,60.49,High Discount,Revenue Leakage
7249,US-2014-127978,03.03.2014,Office Supplies,Storage,44.67,8,0.2,-10.05,Ohio,5.584,Normal,Revenue Leakage
7349,CA-2014-130421,03.03.2014,Office Supplies,Appliances,176.77,3,0.8,-459.61,Texas,58.924,High Discount,Revenue Leakage
8712,CA-2014-105648,03.03.2014,Furniture,Tables,626.35,3,0.2,-23.49,California,208.784,Normal,Revenue Leakage
9845,CA-2014-163867,06.03.2014,Furniture,Furnishings,61.54,7,0.6,-40.00,Illinois,8.792,High Discount,Revenue Leakage
202,CA-2014-133690,08.03.2014,Furniture,Tables,218.75,2,0.5,-161.88,Colorado,109.375,High Discount,Revenue Leakage
8398,US-2014-120236,09.03.2014,Office Supplies,Binders,7.68,5,0.8,-11.52,Texas,1.536,High Discount,Revenue Leakage
1351,CA-2014-153976,10.03.2014,Furniture,Chairs,258.28,3,0.3,-70.10,Illinois,86.093,Normal,Revenue Leakage
5602,CA-2014-108903,10.03.2014,Technology,Accessories,142.49,3,0.2,-3.56,Ohio,47.496,Normal,Revenue Leakage
8219,CA-2014-120775,10.03.2014,Furniture,Furnishings,31.78,3,0.6,-19.07,Texas,10.592,High Discount,Revenue Leakage
8221,CA-2014-120775,10.03.2014,Office Supplies,Binders,1.79,3,0.8,-3.04,Texas,0.596,High Discount,Revenue Leakage
8222,CA-2014-120775,10.03.2014,Office Supplies,Fasteners,15.07,4,0.2,-3.77,Texas,3.768,Normal,Revenue Leakage
3991,CA-2014-137589,11.03.2014,Office Supplies,Supplies,286.34,3,0.2,-64.43,Pennsylvania,95.448,Normal,Revenue Leakage
6430,CA-2014-165764,11.03.2014,Office Supplies,Storage,25.98,2,0.2,-1.62,North Carolina,12.992,Normal,Revenue Leakage
6431,CA-2014-165764,11.03.2014,Furniture,Tables,945.04,6,0.4,-299.26,North Carolina,157.506,High Discount,Revenue Leakage
6432,CA-2014-165764,11.03.2014,Office Supplies,Binders,14.30,7,0.7,-10.49,North Carolina,2.043,High Discount,Revenue Leakage
6433,CA-2014-165764,11.03.2014,Furniture,Furnishings,410.35,3,0.2,-51.29,North Carolina,136.784,Normal,Revenue Leakage
605,CA-2014-149958,15.03.2014,Office Supplies,Binders,7.22,3,0.7,-5.53,Florida,2.406,High Discount,Revenue Leakage
606,CA-2014-149958,15.03.2014,Office Supplies,Binders,43.19,4,0.7,-31.67,Florida,10.797,High Discount,Revenue Leakage
2358,US-2014-148838,17.03.2014,Furniture,Tables,1579.75,7,0.4,-447.59,New York,225.678,High Discount,Revenue Leakage
2359,US-2014-148838,17.03.2014,Furniture,Tables,1071.58,4,0.4,-553.65,New York,267.894,High Discount,Revenue Leakage
2360,US-2014-148838,17.03.2014,Furniture,Tables,613.91,3,0.4,-122.78,New York,204.636,High Discount,Revenue Leakage
2697,CA-2014-145317,18.03.2014,Technology,Machines,821.30,4,0.5,-16.43,Florida,205.325,High Discount,Revenue Leakage
2698,CA-2014-145317,18.03.2014,Technology,Machines,22638.48,6,0.5,-1811.08,Florida,3773.08,High Discount,Revenue Leakage
6164,CA-2014-103989,19.03.2014,Office Supplies,Binders,33.57,5,0.7,-25.74,Florida,6.714,High Discount,Revenue Leakage
5461,US-2014-107405,21.03.2014,Office Supplies,Storage,16.27,1,0.2,-3.86,North Carolina,16.272,Normal,Revenue Leakage
8346,US-2014-155544,21.03.2014,Furniture,Chairs,218.38,3,0.2,-10.92,Tennessee,72.792,Normal,Revenue Leakage
1768,US-2014-158057,22.03.2014,Office Supplies,Binders,7.64,4,0.7,-5.86,North Carolina,1.911,High Discount,Revenue Leakage
1769,US-2014-158057,22.03.2014,Office Supplies,Binders,51.47,5,0.7,-39.46,North Carolina,10.293,High Discount,Revenue Leakage
2872,CA-2014-148040,22.03.2014,Furniture,Chairs,314.35,3,0.2,-35.36,Arizona,104.784,Normal,Revenue Leakage
9900,US-2014-117380,28.03.2014,Furniture,Tables,330.59,1,0.4,-143.25,Ohio,330.588,High Discount,Revenue Leakage
7306,CA-2014-137274,29.03.2014,Furniture,Tables,890.84,3,0.3,-152.72,Texas,296.947,Normal,Revenue Leakage
6139,CA-2014-131247,30.03.2014,Furniture,Bookcases,205.67,2,0.15,-12.10,California,102.833,Normal,Revenue Leakage
7632,CA-2014-162089,30.03.2014,Furniture,Chairs,127.30,7,0.3,-9.09,Texas,18.186,Normal,Revenue Leakage
4712,CA-2014-112403,31.03.2014,Office Supplies,Binders,0.85,1,0.7,-0.60,Pennsylvania,0.852,High Discount,Revenue Leakage
5049,US-2014-104759,31.03.2014,Office Supplies,Binders,8.13,7,0.8,-13.83,Illinois,1.162,High Discount,Revenue Leakage
5480,CA-2014-101770,31.03.2014,Office Supplies,Binders,1.87,1,0.7,-1.31,Florida,1.869,High Discount,Revenue Leakage
9567,CA-2014-130428,31.03.2014,Office Supplies,Binders,12.65,5,0.7,-10.12,Florida,2.529,High Discount,Revenue Leakage
741,CA-2014-112326,01.04.2014,Office Supplies,Storage,272.74,3,0.2,-64.77,Illinois,90.912,Normal,Revenue Leakage
742,CA-2014-112326,01.04.2014,Office Supplies,Binders,3.54,2,0.8,-5.49,Illinois,1.77,High Discount,Revenue Leakage
8610,CA-2014-151946,06.04.2014,Furniture,Bookcases,353.57,2,0.2,-44.20,New York,176.784,Normal,Revenue Leakage
6440,CA-2014-166891,10.04.2014,Furniture,Chairs,589.41,5,0.1,-6.55,New York,117.882,Normal,Revenue Leakage
4310,CA-2014-125829,11.04.2014,Furniture,Tables,573.73,4,0.2,-64.54,California,143.432,Normal,Revenue Leakage
342,CA-2014-122336,13.04.2014,Office Supplies,Binders,509.97,10,0.7,-407.98,Pennsylvania,50.997,High Discount,Revenue Leakage
6570,CA-2014-100678,18.04.2014,Furniture,Chairs,317.06,3,0.3,-18.12,Texas,105.686,Normal,Revenue Leakage
5076,CA-2014-134572,20.04.2014,Furniture,Tables,744.10,5,0.3,-95.67,Texas,148.82,Normal,Revenue Leakage
5078,CA-2014-134572,20.04.2014,Furniture,Tables,401.59,2,0.3,-131.95,Texas,200.795,Normal,Revenue Leakage
1449,US-2014-112564,23.04.2014,Office Supplies,Binders,2.50,3,0.7,-1.75,Pennsylvania,0.834,High Discount,Revenue Leakage
3406,US-2014-150119,23.04.2014,Furniture,Chairs,281.37,2,0.3,-12.06,Ohio,140.686,Normal,Revenue Leakage
3407,US-2014-150119,23.04.2014,Furniture,Chairs,281.37,2,0.3,-12.06,Ohio,140.686,Normal,Revenue Leakage
3408,US-2014-150119,23.04.2014,Office Supplies,Binders,7.49,8,0.7,-5.24,Ohio,0.936,High Discount,Revenue Leakage
3611,CA-2014-140228,28.04.2014,Office Supplies,Storage,177.57,2,0.2,-37.73,Ohio,88.784,Normal,Revenue Leakage
6376,CA-2014-107811,29.04.2014,Office Supplies,Storage,99.92,5,0.2,-1.25,Tennessee,19.984,Normal,Revenue Leakage
4560,CA-2014-110219,05.05.2014,Furniture,Chairs,127.87,3,0.3,-9.13,Texas,42.623,Normal,Revenue Leakage
1356,US-2014-160444,07.05.2014,Office Supplies,Storage,220.78,3,0.2,-44.16,Texas,73.592,Normal,Revenue Leakage
1357,US-2014-160444,07.05.2014,Office Supplies,Storage,281.42,11,0.2,-35.18,Texas,25.584,Normal,Revenue Leakage
5438,CA-2014-103317,07.05.2014,Office Supplies,Binders,9.81,5,0.7,-6.87,Florida,1.962,High Discount,Revenue Leakage
9711,CA-2014-114251,11.05.2014,Furniture,Furnishings,273.57,2,0.2,-34.20,Pennsylvania,136.784,Normal,Revenue Leakage
9712,CA-2014-114251,11.05.2014,Office Supplies,Binders,13.19,2,0.7,-8.80,Pennsylvania,6.597,High Discount,Revenue Leakage
9713,CA-2014-114251,11.05.2014,Office Supplies,Storage,1080.10,6,0.2,-94.51,Pennsylvania,180.016,Normal,Revenue Leakage
9714,CA-2014-114251,11.05.2014,Technology,Accessories,51.56,5,0.2,-6.45,Pennsylvania,10.312,Normal,Revenue Leakage
5379,CA-2014-125542,12.05.2014,Office Supplies,Storage,172.74,4,0.2,-30.23,Pennsylvania,43.184,Normal,Revenue Leakage
5573,CA-2014-151162,12.05.2014,Office Supplies,Binders,29.94,4,0.7,-23.95,Ohio,7.485,High Discount,Revenue Leakage
5575,CA-2014-151162,12.05.2014,Technology,Phones,36.74,1,0.4,-9.18,Ohio,36.738,High Discount,Revenue Leakage
5576,CA-2014-151162,12.05.2014,Technology,Phones,179.94,2,0.4,-44.99,Ohio,89.97,High Discount,Revenue Leakage
1888,CA-2014-140165,13.05.2014,Office Supplies,Binders,398.35,8,0.7,-331.96,Florida,49.794,High Discount,Revenue Leakage
1830,CA-2014-103373,18.05.2014,Technology,Phones,779.80,2,0.4,-168.96,Ohio,389.898,High Discount,Revenue Leakage
8581,CA-2014-130673,20.05.2014,Furniture,Furnishings,10.33,3,0.6,-5.94,Texas,3.444,High Discount,Revenue Leakage
8583,CA-2014-130673,20.05.2014,Technology,Accessories,20.78,2,0.2,-3.64,Texas,10.392,Normal,Revenue Leakage
8584,CA-2014-130673,20.05.2014,Office Supplies,Storage,66.96,5,0.2,-13.39,Texas,13.392,Normal,Revenue Leakage
9793,CA-2014-127166,21.05.2014,Furniture,Chairs,107.77,2,0.3,-29.25,Texas,53.886,Normal,Revenue Leakage
9795,CA-2014-127166,21.05.2014,Office Supplies,Binders,18.24,3,0.8,-31.01,Texas,6.08,High Discount,Revenue Leakage
608,US-2014-105767,23.05.2014,Office Supplies,Binders,3.28,2,0.7,-2.63,Pennsylvania,1.641,High Discount,Revenue Leakage
610,US-2014-105767,23.05.2014,Technology,Phones,55.19,2,0.4,-10.12,Pennsylvania,27.594,High Discount,Revenue Leakage
1819,US-2014-130379,25.05.2014,Office Supplies,Appliances,75.60,2,0.8,-166.32,Illinois,37.8,High Discount,Revenue Leakage
1820,US-2014-130379,25.05.2014,Furniture,Furnishings,29.32,2,0.6,-24.19,Illinois,14.66,High Discount,Revenue Leakage
6741,CA-2014-144029,26.05.2014,Furniture,Chairs,359.77,2,0.3,-5.14,Illinois,179.886,Normal,Revenue Leakage
747,CA-2014-124429,27.05.2014,Furniture,Tables,567.12,10,0.2,-28.36,California,56.712,Normal,Revenue Leakage
1326,US-2014-117058,27.05.2014,Office Supplies,Binders,17.46,6,0.8,-30.56,Illinois,2.91,High Discount,Revenue Leakage
5751,CA-2014-145800,30.05.2014,Furniture,Tables,355.46,3,0.5,-184.84,Illinois,118.485,High Discount,Revenue Leakage
8981,CA-2014-108182,02.06.2014,Office Supplies,Binders,8.95,2,0.8,-14.77,Illinois,4.476,High Discount,Revenue Leakage
869,CA-2014-136742,04.06.2014,Office Supplies,Binders,44.91,6,0.7,-35.93,Pennsylvania,7.485,High Discount,Revenue Leakage
1405,US-2014-118486,04.06.2014,Office Supplies,Supplies,10.30,1,0.2,-2.19,Pennsylvania,10.304,Normal,Revenue Leakage
1406,US-2014-118486,04.06.2014,Furniture,Tables,154.76,3,0.4,-36.11,Pennsylvania,51.588,High Discount,Revenue Leakage
2142,CA-2014-159520,06.06.2014,Furniture,Tables,991.76,3,0.4,-347.12,New York,330.588,High Discount,Revenue Leakage
6301,US-2014-161305,06.06.2014,Office Supplies,Binders,24.59,3,0.8,-38.11,Illinois,8.196,High Discount,Revenue Leakage
6598,CA-2014-169257,06.06.2014,Office Supplies,Binders,1.37,1,0.7,-0.91,Florida,1.365,High Discount,Revenue Leakage
6356,CA-2014-110611,10.06.2014,Office Supplies,Storage,83.92,5,0.2,-13.64,Pennsylvania,16.784,Normal,Revenue Leakage
2720,CA-2014-110030,12.06.2014,Furniture,Furnishings,23.98,3,0.6,-14.39,Texas,7.992,High Discount,Revenue Leakage
2985,US-2014-112872,12.06.2014,Furniture,Tables,275.49,1,0.5,-170.80,Oregon,275.49,High Discount,Revenue Leakage
5094,US-2014-140452,12.06.2014,Office Supplies,Appliances,14.02,4,0.8,-31.54,Illinois,3.504,High Discount,Revenue Leakage
5095,US-2014-140452,12.06.2014,Furniture,Tables,214.95,5,0.5,-120.37,Illinois,42.99,High Discount,Revenue Leakage
5096,US-2014-140452,12.06.2014,Technology,Phones,35.04,4,0.2,-7.01,Illinois,8.76,Normal,Revenue Leakage
5097,US-2014-140452,12.06.2014,Furniture,Furnishings,10.78,3,0.6,-4.85,Illinois,3.592,High Discount,Revenue Leakage
5098,US-2014-140452,12.06.2014,Office Supplies,Binders,4.60,2,0.8,-8.05,Illinois,2.3,High Discount,Revenue Leakage
5099,US-2014-140452,12.06.2014,Office Supplies,Storage,35.17,2,0.2,-8.35,Illinois,17.584,Normal,Revenue Leakage
916,US-2014-141215,15.06.2014,Furniture,Tables,99.92,2,0.3,-18.56,Texas,49.959,Normal,Revenue Leakage
917,US-2014-141215,15.06.2014,Furniture,Chairs,797.94,4,0.3,-57.00,Texas,199.486,Normal,Revenue Leakage
918,US-2014-141215,15.06.2014,Office Supplies,Binders,8.57,3,0.8,-14.57,Texas,2.856,High Discount,Revenue Leakage
3507,CA-2014-166863,20.06.2014,Office Supplies,Binders,3.39,4,0.8,-5.09,Texas,0.848,High Discount,Revenue Leakage
3508,CA-2014-166863,20.06.2014,Furniture,Bookcases,193.07,4,0.32,-19.87,Texas,48.2664,Normal,Revenue Leakage
3511,CA-2014-166863,20.06.2014,Technology,Machines,418.80,2,0.4,-97.72,Texas,209.4,High Discount,Revenue Leakage
3512,CA-2014-166863,20.06.2014,Office Supplies,Storage,509.49,7,0.2,-127.37,Texas,72.784,Normal,Revenue Leakage
2678,US-2014-160780,21.06.2014,Office Supplies,Binders,11.09,7,0.7,-8.13,Colorado,1.584,High Discount,Revenue Leakage
2679,US-2014-160780,21.06.2014,Office Supplies,Binders,25.16,2,0.7,-16.78,Colorado,12.582,High Discount,Revenue Leakage
3000,CA-2014-138317,21.06.2014,Technology,Machines,206.99,3,0.7,-172.49,Pennsylvania,68.997,High Discount,Revenue Leakage
3002,CA-2014-138317,21.06.2014,Office Supplies,Binders,9.01,2,0.7,-7.20,Pennsylvania,4.503,High Discount,Revenue Leakage
4021,CA-2014-154963,22.06.2014,Furniture,Chairs,170.06,3,0.3,-4.86,Pennsylvania,56.686,Normal,Revenue Leakage
4022,CA-2014-154963,22.06.2014,Technology,Phones,82.78,3,0.4,-15.18,Pennsylvania,27.594,High Discount,Revenue Leakage
9001,CA-2014-133389,22.06.2014,Office Supplies,Binders,8.23,3,0.7,-6.03,Arizona,2.742,High Discount,Revenue Leakage
819,CA-2014-140858,28.06.2014,Office Supplies,Binders,3.17,3,0.7,-2.43,Pennsylvania,1.056,High Discount,Revenue Leakage
821,CA-2014-140858,28.06.2014,Office Supplies,Binders,31.09,3,0.7,-22.80,Pennsylvania,10.362,High Discount,Revenue Leakage
7661,CA-2014-105417,01.07.2014,Furniture,Furnishings,76.73,3,0.6,-53.71,Texas,25.576,High Discount,Revenue Leakage
7662,CA-2014-105417,01.07.2014,Office Supplies,Binders,10.43,7,0.8,-18.25,Texas,1.49,High Discount,Revenue Leakage
6564,CA-2014-166086,05.07.2014,Furniture,Tables,194.25,2,0.3,-38.85,Massachusetts,97.125,Normal,Revenue Leakage
394,US-2014-134971,06.07.2014,Office Supplies,Binders,12.46,3,0.8,-20.56,Illinois,4.154,High Discount,Revenue Leakage
4722,CA-2014-106229,06.07.2014,Furniture,Tables,268.94,3,0.5,-209.77,Illinois,89.645,High Discount,Revenue Leakage
4398,US-2014-138758,07.07.2014,Furniture,Chairs,172.19,2,0.3,-46.74,Pennsylvania,86.093,Normal,Revenue Leakage
1679,CA-2014-122882,09.07.2014,Office Supplies,Storage,64.78,1,0.2,-14.58,Pennsylvania,64.784,Normal,Revenue Leakage
1682,CA-2014-122882,09.07.2014,Technology,Machines,399.54,4,0.7,-559.36,Pennsylvania,99.885,High Discount,Revenue Leakage
5262,CA-2014-105165,09.07.2014,Office Supplies,Binders,2.92,2,0.8,-4.82,Texas,1.46,High Discount,Revenue Leakage
5263,CA-2014-105165,09.07.2014,Furniture,Tables,200.80,1,0.3,-22.95,Texas,200.795,Normal,Revenue Leakage
5264,CA-2014-105165,09.07.2014,Technology,Accessories,46.69,4,0.2,-2.92,Texas,11.672,Normal,Revenue Leakage
9480,CA-2014-126193,09.07.2014,Office Supplies,Binders,3.83,3,0.8,-6.51,Illinois,1.276,High Discount,Revenue Leakage
9481,CA-2014-126193,09.07.2014,Office Supplies,Binders,304.99,5,0.8,-533.73,Illinois,60.998,High Discount,Revenue Leakage
3186,CA-2014-123498,11.07.2014,Office Supplies,Binders,26.05,3,0.8,-44.28,Texas,8.682,High Discount,Revenue Leakage
4782,CA-2014-159310,11.07.2014,Office Supplies,Binders,1.48,3,0.8,-2.21,Texas,0.492,High Discount,Revenue Leakage
2207,US-2014-103905,14.07.2014,Office Supplies,Binders,29.93,7,0.8,-46.39,Illinois,4.276,High Discount,Revenue Leakage
6932,CA-2014-164182,14.07.2014,Technology,Phones,13.49,1,0.4,-2.25,Pennsylvania,13.494,High Discount,Revenue Leakage
6933,CA-2014-164182,14.07.2014,Technology,Phones,23.99,2,0.4,-13.99,Pennsylvania,11.994,High Discount,Revenue Leakage
2103,CA-2014-123295,18.07.2014,Furniture,Chairs,259.14,4,0.2,-25.91,Arizona,64.784,Normal,Revenue Leakage
3355,US-2014-150434,19.07.2014,Furniture,Tables,70.56,1,0.3,-4.03,Connecticut,70.56,Normal,Revenue Leakage
3077,CA-2014-143903,20.07.2014,Furniture,Furnishings,16.74,5,0.6,-14.23,Texas,3.348,High Discount,Revenue Leakage
3078,CA-2014-143903,20.07.2014,Furniture,Chairs,981.37,2,0.3,-140.20,Texas,490.686,Normal,Revenue Leakage
4395,CA-2014-142965,20.07.2014,Office Supplies,Storage,25.98,1,0.2,-5.20,Ohio,25.984,Normal,Revenue Leakage
4396,CA-2014-142965,20.07.2014,Office Supplies,Binders,27.36,3,0.7,-21.89,Ohio,9.12,High Discount,Revenue Leakage
8022,CA-2014-129189,21.07.2014,Office Supplies,Appliances,4.99,3,0.8,-12.98,Texas,1.664,High Discount,Revenue Leakage
8024,CA-2014-129189,21.07.2014,Furniture,Chairs,657.93,5,0.3,-93.99,Texas,131.586,Normal,Revenue Leakage
8025,CA-2014-129189,21.07.2014,Office Supplies,Binders,1.04,1,0.8,-1.83,Texas,1.044,High Discount,Revenue Leakage
373,US-2014-119137,23.07.2014,Office Supplies,Binders,8.16,5,0.7,-5.71,Arizona,1.632,High Discount,Revenue Leakage
376,US-2014-119137,23.07.2014,Technology,Accessories,479.04,10,0.2,-29.94,Arizona,47.904,Normal,Revenue Leakage
2344,US-2014-155894,26.07.2014,Office Supplies,Storage,123.55,3,0.2,-29.34,Illinois,41.184,Normal,Revenue Leakage
3839,CA-2014-126760,26.07.2014,Furniture,Chairs,674.35,3,0.2,-109.58,Nevada,224.784,Normal,Revenue Leakage
9775,CA-2014-169019,26.07.2014,Office Supplies,Binders,2177.58,8,0.8,-3701.89,Texas,272.198,High Discount,Revenue Leakage
9776,CA-2014-169019,26.07.2014,Furniture,Furnishings,17.50,3,0.6,-10.06,Texas,5.832,High Discount,Revenue Leakage
9777,CA-2014-169019,26.07.2014,Office Supplies,Binders,16.78,4,0.8,-26.85,Texas,4.196,High Discount,Revenue Leakage
9778,CA-2014-169019,26.07.2014,Technology,Accessories,431.14,9,0.2,-26.95,Texas,47.904,Normal,Revenue Leakage
9779,CA-2014-169019,26.07.2014,Office Supplies,Binders,8.88,5,0.8,-13.32,Texas,1.776,High Discount,Revenue Leakage
9780,CA-2014-169019,26.07.2014,Office Supplies,Appliances,4.84,2,0.8,-12.09,Texas,2.418,High Discount,Revenue Leakage
6381,US-2014-163797,04.08.2014,Office Supplies,Fasteners,49.79,8,0.2,-11.83,Arizona,6.224,Normal,Revenue Leakage
7410,CA-2014-121769,04.08.2014,Furniture,Tables,172.11,1,0.4,-94.66,Ohio,172.11,High Discount,Revenue Leakage
6288,CA-2014-100090,07.08.2014,Furniture,Tables,502.49,3,0.2,-87.94,California,167.496,Normal,Revenue Leakage
1466,CA-2014-151708,08.08.2014,Furniture,Furnishings,121.38,4,0.2,-3.03,Arizona,30.344,Normal,Revenue Leakage
1467,CA-2014-151708,08.08.2014,Technology,Accessories,95.98,3,0.2,-10.80,Arizona,31.992,Normal,Revenue Leakage
8955,CA-2014-156790,08.08.2014,Furniture,Bookcases,155.46,4,0.2,-7.77,Florida,38.864,Normal,Revenue Leakage
166,CA-2014-139892,09.08.2014,Technology,Machines,8159.95,8,0.4,-1359.99,Texas,1019.994,High Discount,Revenue Leakage
167,CA-2014-139892,09.08.2014,Office Supplies,Storage,275.93,3,0.2,-58.63,Texas,91.976,Normal,Revenue Leakage
168,CA-2014-139892,09.08.2014,Furniture,Chairs,1740.06,9,0.3,-24.86,Texas,193.34,Normal,Revenue Leakage
170,CA-2014-139892,09.08.2014,Office Supplies,Appliances,177.98,5,0.8,-453.85,Texas,35.596,High Discount,Revenue Leakage
837,US-2014-115987,09.08.2014,Office Supplies,Binders,51.18,4,0.8,-79.34,Texas,12.796,High Discount,Revenue Leakage
5291,CA-2014-146283,09.08.2014,Furniture,Chairs,966.70,5,0.3,-13.81,Texas,193.34,Normal,Revenue Leakage
3666,CA-2014-129364,12.08.2014,Office Supplies,Binders,6.46,4,0.7,-4.52,Oregon,1.614,High Discount,Revenue Leakage
3668,CA-2014-129364,12.08.2014,Office Supplies,Supplies,13.88,5,0.2,-2.60,Oregon,2.776,Normal,Revenue Leakage
3669,CA-2014-129364,12.08.2014,Technology,Accessories,103.92,10,0.2,-18.19,Oregon,10.392,Normal,Revenue Leakage
3295,CA-2014-138023,15.08.2014,Office Supplies,Binders,30.96,8,0.8,-52.63,Texas,3.87,High Discount,Revenue Leakage
9827,US-2014-164406,15.08.2014,Furniture,Chairs,195.14,4,0.2,-12.20,California,48.784,Normal,Revenue Leakage
1690,CA-2014-142839,16.08.2014,Furniture,Tables,853.09,6,0.4,-227.49,Pennsylvania,142.182,High Discount,Revenue Leakage
2377,US-2014-164616,19.08.2014,Office Supplies,Binders,76.78,4,0.7,-58.86,Ohio,19.194,High Discount,Revenue Leakage
5800,CA-2014-166716,20.08.2014,Furniture,Chairs,421.37,2,0.3,-6.02,Illinois,210.686,Normal,Revenue Leakage
8941,CA-2014-130918,22.08.2014,Office Supplies,Supplies,7.63,3,0.2,-1.81,Florida,2.544,Normal,Revenue Leakage
8459,CA-2014-126200,25.08.2014,Office Supplies,Binders,25.68,3,0.8,-39.80,Texas,8.56,High Discount,Revenue Leakage
